rank,Video,Video views,Likes,Dislikes,Category,published,Category_encoded
206,Tiryakinim,0.0012409832466141507,0.0010231586745182734,,Music,2024,7
207,😂😂😂😂😂😂 I challenge you to a duel,0.005151144343024362,0.049740475083069044,,Music,2024,7
208,Hitana,0.0002397233228955915,0.0002074812825683491,,Music,2023,7
209,My dad flew into town to surprise his parents.,0.00012888855161552357,0.00017459669221986157,0.0006346817043169589,People & Blogs,2016,10
210,DaBaby - ROCKSTAR (Live From The BET Awards/2020) ft. Roddy Ricch,0.00028908528902717916,0.004783683769174574,0.021944260343065118,Music,2020,7
211,Best Heavyweight Knockouts of All Time,0.0007949862247433967,0.0001228501670924332,0.002858875995551611,Sports,2007,13
212,Sobran Motivos,0.00023354076408900815,0.0002993150461698748,,Music,2024,7
213,Roblox Hack (NEW) - How to Get Free Robux - Robux Glitch (Get Free Items),7.661101029987145e-05,0.00032027025056032097,0.0025499601217690206,Gaming,2017,5
214,Kep1er 케플러 | 'I do! Do you?' M/V,0.0009780208453775228,0.006396829358281866,,Music,2023,7
215,"Beéle, Myke Towers, Feid - Barranquilla Bajo Cero (Official Video)",0.0012537063396205104,0.004458439189752504,,Music,2022,7
216,Bıraktığın Gibi Burdayım,0.00019043970206123425,0.00022357469947400862,,Music,2024,7
217,My Diablo 3 Inferno Tactic,0.0003539926115039516,0.0004937190207351635,0.004420305321216342,Gaming,2012,5
218,Wedding first dance w/ surprise Jack Johnson Michael Jackson,0.0025108166525937845,0.00034617727553712396,0.007638647060805877,Comedy,2007,1
219,"Chu,Tayousei.",0.00010607739437164026,0.0003750103763149559,,Music,2022,7
220,Starcraft 2 Gameplay footage and unit preview,0.0011431064515122558,0.00012699168976465887,0.004336055537457454,Entertainment,2007,3
221,Massimo Pericolo - Non Parlarmi (Outro) (Official Video),8.269002502941347e-05,0.000746509461668677,,Music,2023,7
222,Isadora Pompeo - Aliança (Ao Vivo),0.0002276737245496333,0.0006862998249936572,,Music,2024,7
223,Raisa - Bertahan / Pergi,0.00013395533899605405,0.0006769813989811493,,Music,2022,7
224,WYA REMIX BLACK AND YELLOW (feat. iZaak & Pirlo),0.0006469540837455638,0.0026817484716430843,,Music,2024,7
225,Dog reacts to return of Nathan after two year Mormon mission,0.0009156304992041692,0.00012467333739922822,0.0010896305366149559,Pets & Animals,2015,11
226,"Dacă n-ai bani (feat. Beach, Please!)",0.0001482253316430501,0.00020833659703326527,,Music,2022,7
227,Aslay - Mozzah (Official Music Video),7.156316018416857e-05,0.000464525787551051,,Music,2022,7
228,Jagwar Twin - Bad Feeling (Oompa Loompa) (Visualizer),0.00045897943322934995,0.002057098812949569,,Music,2023,7
229,14 de Febrero,0.00046961377646919923,0.007381859014285192,,Music,2023,7
230,Panchlait - Teaser 2 | Prem Modi | Funtime Entertainment,0.00012840183336547834,0.00012158970367045149,0.0012188135383785848,Film & Animation,2017,4
231,Mila Kunis Tells Off A Reporter In Fluent Russian,0.0005008478931246748,0.000523722551833407,0.004684287976994192,Entertainment,2012,3
232,When You play dodgeball with a Softball player. licensing@rumble.com,0.000319192485705534,0.0002632342807156479,0.0016793790229271744,Comedy,2017,1
233,Super platano brothers,0.00023678438157024778,0.0003215757305330878,0.0019321283742038393,Comedy,2017,1
234,Amapola,0.000138595274318575,0.00040114248404568423,,Music,2024,7
235,Negramaro - Ricominciamo tutto (Sanremo 2024),0.00016036686735534881,0.00030811578184835437,,Music,2024,7
236,Brother just sent me this,8.824811225631844e-05,0.00019019492706688542,0.0019545949832062096,Entertainment,2017,3
237,Chiara Oliver - 3 de febrero (video oficial),7.035606227128577e-05,0.0007828153098768292,,Music,2024,7
238,WII,0.00024278566188207,0.00017781537560099345,0.001898428460700284,Entertainment,2006,3
239,These Little Moments 🥹🤍 #toddler #siblings #cute,0.010631452863445018,0.02515229999461602,,Howto & Style,2024,6
240,Doechii - What It Is (Block Boy) feat. Kodak Black [Official Video],0.0005813425699129838,0.002378044311771666,,Music,2023,7
241,two fake umps.MOV,0.00019754346716975446,7.380463501210856e-05,0.0007582480538299951,Sports,2010,13
242,Roblox Hack - Robux Hacks - Roblox Secret Exploit (Android/without jailbreak),5.651154720340048e-05,0.0006487560216389157,0.0019152784174520617,Gaming,2017,5
243,The ABSOLUTE BEST Fabric Tile Design You Won't Believe,0.008732250762190547,0.022835613241564395,,People & Blogs,2025,10
244,My Love,8.219383814695442e-05,0.0002265457918258227,,Music,2024,7
245,Trueno - PLO PLO! (Visualizer),4.721075393512163e-05,0.0008549768407852831,,Music,2024,7
246,Suzuki Hayabusa with Turbo Vmax 390kmh,0.003069972689562441,0.00023807002882679845,0.0061502342143988495,Autos & Vehicles,2006,0
247,pevecov popek poje na sexy back,0.005714068742973836,9.228392910937635e-05,0.0614967254917379,Comedy,2007,1
248,You can't even text and walk,0.00016943308289156948,0.00022920176832214132,0.002785859516293908,People & Blogs,2017,10
249,Anas feat. Soolking - Sur Pp (Clip officiel),0.0012264667640846402,0.0028512808018996264,,Music,2023,7
250,Lil Tjay - Hold On (Official Audio),4.1516287857482304e-05,0.0009548235504265498,0.0011851136248750293,Music,2019,7
251,How to surprise a horse,0.00024133635024324688,0.0001558472988178834,0.00197706159220858,Comedy,2016,1
252,Superman Disguise,0.00020516205098580607,0.00012755439664947216,0.0005448152683074779,People & Blogs,2010,10
253,Player 456 And His Team Survive Another Game I Squid Game Edit I #shorts,0.006618677906768211,0.034925325645226726,,Film & Animation,2025,4
254,J.I. - Everything [Official Music Video],5.257671955595291e-05,0.0007470271520027053,0.00123004684287977,Music,2021,7
255,burp helium (so funny),0.0019102216040257326,0.00182400311298452,0.01164332011547837,People & Blogs,2014,10
256,McDonald's drive thru,0.00010405629951092528,0.00020489283089820804,0.0011626470158726592,People & Blogs,2016,10
257,Mulatto - Muwop (Official Video) ft. Gucci Mane,0.00015320659589210104,0.001440934774079038,0.01414834701924265,Music,2020,7
258,Bryan Behr - De Todos Os Amores,9.76532132010268e-05,0.000273543070845427,0.00019658282877073948,Music,2020,7
259,"Aczino, Gera MX - Orígenes Vivos (Video Oficial)",0.00015842763034905,0.001824723377797081,,Music,2023,7
260,İNTİHAR,0.00012589906001068033,0.00020356484265004871,,Music,2024,7
261,camera shutter speed matches helicopter`s rotor,0.0005554855674294073,0.0011942890923276853,0.003263274957594275,People & Blogs,2017,10
262,Gavin Magnus - Hearts on a Pendant (Official Video),0.00017182971593140625,0.0018082023036589633,0.01527167746936116,Music,2020,7
263,Los Presidentes,0.00010188447013097761,0.0001809665341559478,,Music,2024,7
264,Headie One - Princess Cuts (Official Video) ft. Young T & Bugsey,5.8791196816963436e-05,0.000649993976785505,0.0012637467563833252,Music,2020,7
265,三代目 J SOUL BROTHERS from EXILE TRIBE / Rat-tat-tat (Music Video),0.00022804926272875512,0.001283962061491528,0.006998348704238325,People & Blogs,2020,10
266,고래 Dive Into You,0.00012325731156722803,0.0032101077282073527,0.0015501960211635455,Music,2021,7
267,"Andy Rivera, Totoy El Frio - No Es la Misma (Video Oficial)",3.866103702508643e-05,0.0005379477818814865,0.0015558126734141382,Music,2021,7
268,Bıraktığın Gibi Burdayım,0.00028171197333462067,0.00029051431049139525,,Music,2024,7
269,VV - Neon Noir,6.142149126959256e-05,0.00046319779930289166,,Music,2023,7
270,"Ysrael Barajas, Miranda León - Ropa de Bazar (Letra/Lyrics)",3.9478241090349064e-05,0.0003647466027359619,,Music,2024,7
271,Silent Monks Singing Halleluia,0.003209604320970695,0.0011340569473772728,0.007503847406791655,Comedy,2008,1
272,"Oxlade, Camila Cabello - KU LO SA (Official Video)",0.0007186525537413232,0.0031839756204766244,,Music,2022,7
273,Seen,0.00017834016431528707,0.00017846811558737687,,Music,2023,7
274,EVLİ MUTLU CISTAK,0.00014965265161949275,0.00011886620234795526,,Music,2024,7
275,Maradonna Gods Hand,0.0005701121609906976,4.2022950157855036e-05,0.004796621022006043,Sports,2007,13
276,ディア♡マイフレンド feat. ちゅーたん（CV：早見沙織）／HoneyWorks,0.0002404589745461933,0.00126156632747596,,Music,2023,7
277,"Kevin AMF, Omar Landell - Blair (Video Oficial)",0.0004150730792867695,0.0011503754470368578,,Music,2024,7
278,Eden Muñoz - NTP,7.766141761829349e-05,0.0003157685954818148,,Music,2024,7
279,0 Sharpness knife test?💀,0.017385812760145905,0.10583229029985164,,People & Blogs,2024,10
280,Exchange gift with my girls 🫶🫂,0.007624621596414175,0.040748644146506904,,People & Blogs,2025,10
281,Если мент....,0.001634613844200465,0.00015915601530058543,0.023118140663438962,Music,2010,7
282,Guy orders bong. Package arrives and its an Xbox remote.,0.00022021427484608474,0.00045273145124536486,0.005240336549802855,People & Blogs,2018,10
283,Tu Boda 2,0.00022238534062664418,0.0009143536712707794,,Music,2024,7
284,Naruto german opening,0.0003111499515091481,0.0006121125492998756,0.01104795497691556,Entertainment,2007,3
285,Real Boston Richey - Help Me (Official Music Video),0.00011275675094019321,0.0003879976512164462,,Music,2024,7
286,Alkpote - Patek (Clip officiel) ft. Kalash Criminel,3.455546855443504e-05,0.0003678527447401311,0.001808562024690803,Music,2019,7
287,The Big Fat Quiz Of The 90s   Mr Blobby,0.00013850104615406985,0.00015562221606395807,0.0006796149223216993,People & Blogs,2014,10
288,Хоккей в фуре - вызов принят!,0.00023082204482722428,5.161147547507317e-05,0.008048662675099133,Sports,2017,13
289,Ready? Ready.,0.00022020450077391563,9.840618001614472e-05,0.0008031812718347355,People & Blogs,2016,10
290,Dog meets baby kitten,0.0008876089978947718,5.113880169183002e-05,0.00046618213679918216,People & Blogs,2014,10
291,Party Boy Corey Worthington and his Famous Sunglasses,0.00013003792141465768,0.00014916234102630173,0.0008537311420900686,News & Politics,2008,8
292,Lil Nas X - Panini (Official Audio),9.994370592590236e-05,0.003654758708586799,0.024819986295368506,Music,2019,7
293,"Ben&Ben - Dear | Official Lyric Video | Recorded Live in Firdaus Studio, Dubai",0.00011392673792280899,0.0007148403181913862,,Music,2022,7
294,HURTZ,0.0001673244795409656,0.0005130086127465624,,Music,2023,7
295,Tengo Un Plan (Remix),0.00035682495435470117,0.0009259679413733253,,Music,2024,7
296,Обиратиму себе,9.044697305460878e-05,0.00040136756679960955,,Music,2024,7
297,Garam Dan Madu,0.00015374951505711855,0.00040890783905610733,,Music,2024,7
298,EDWIN SARKISSIAN BLOWS STUFF UP (REAL OR FAKE?COMMENT BELOW!)                #shorts #funny #comedy,0.004186900357808929,0.04018908842024859,,Gaming,2024,5
299,"Olly, Angelina Mango, JVLI - Per due come noi (Official Video)",0.0005768414569592395,0.0008555395476700963,,Music,2024,7
300,İhtimallerde Yoksan,0.00030288505717091527,0.00023361339029907737,,Music,2024,7
301,c`e solo l inter... a farci ridere,0.0003193783457966244,6.63093793063958e-05,0.011042338324664966,Sports,2007,13
302,"Jeopardy ""Who Is The Spiciest Memelord"" ORIGINAL",0.00021222717796528284,0.0005638548068582895,0.002426393772255984,People & Blogs,2017,10
303,Танк Армата,0.0005970374390183802,9.460228147480703e-05,0.0058020017748621104,Music,2015,7
304,"Pop Smoke - For The Night (Audio) ft. Lil Baby, DaBaby",0.00030340018131820194,0.0029027572277223446,0.0074645308410375075,Music,2020,7
305,"42 Dugg, Roddy Ricch - 4 Da Gang (Official Music Video)",6.44421377294748e-05,0.0007081553603998045,0.003695757180889902,Music,2021,7
306,Zooming in the 90s fixed,0.0005262129848823663,0.0013365639010838725,0.0016625290661753968,People & Blogs,2018,10
307,German Shepherd scared of Stuffed Toy Tiger. Very Funny! (ORIGINAL VIDEO & VERSION)),0.0008106083991870355,0.0001477443196765723,0.0009604475348513272,People & Blogs,2015,10
308,"This is a dollar, not a card",0.00016788068533533796,0.00013405928823791356,0.0007413980970782174,People & Blogs,2017,10
309,Ayra Starr - Rush,0.002645506574201297,0.006124884374989308,,People & Blogs,2022,10
310,Селфхарм,0.0005097181690578807,0.0025624771203380634,,Music,2024,7
311,Tyla Yaweh - Stuntin' On You (Official Music Video) ft. DaBaby,0.0003420311325273929,0.0019482713014266828,0.006537783219689735,Music,2020,7
312,Isadora Pompeo - Azeite (Ao Vivo),0.00010635595542845936,0.0004059592549796858,,Music,2024,7
313,SHARK ATTACK - Don't touch the glass !!,0.0003074469526359611,0.0001576029442985008,0.005992967951382258,People & Blogs,2014,10
314,Orangutan loves baby bump,0.000907785126369819,8.663435198585112e-05,0.001583895934667101,Music,2016,7
315,Happy Birthday Cody,0.00010531852929963689,0.00015217844992890088,0.0010727805798631783,Entertainment,2011,3
316,Arjan Vailly,0.0008270163174011427,0.0014392241451492056,,Music,2023,7
317,Struggling with a new Phone,0.0002147693530485125,0.0003554056684480616,0.0035609575268756807,Entertainment,2017,3
318,Darell - Lollipop (Official Video),0.007194547912585769,0.008573739721145876,,Music,2023,7
319,A Needed Response,0.001768158366725662,0.0008861733104793308,0.010514373013109266,Music,2013,7
320,Police take advantage of a Drunk Girl,0.005538682028372269,0.0005308126585820542,0.024376270767571696,News & Politics,2008,8
321,Halle - In Your Hands (Official Video),0.0005117511760690518,0.005794350350849993,,Music,2024,7
322,Shopping at Walmart GONE WRONG,0.0032314976317499495,0.04930433223078797,,People & Blogs,2024,10
323,perfekte welle,0.00035017889071947423,8.996557674394569e-05,0.0009772974916031048,Music,2005,7
324,Вигадав,7.562001101385214e-05,0.00023097992207815127,,Music,2024,7
325,Geraldine Loves Star Wars,0.0006485257240063781,0.0019407310291701847,0.005526785814583076,Entertainment,2016,3
326,2017 04 12 Przejscie,0.00016082411066900914,0.00015951614770686593,0.0023702272497500587,People & Blogs,2017,10
327,"Jay Wheeler, Mora - Textos Fríos (Video Oficial)",0.0020423666015922178,0.004795185497900157,,Music,2024,7
328,Идея  фотосессии для новорождённого,0.008095134434803053,0.026029492503213732,,People & Blogs,2024,10
329,Imagine,0.00027603171020560205,0.0009376272280266563,,Music,2024,7
330,Maddie Waiting for the Beat to Drop,0.0015002796071879809,0.0015308553342721987,0.015120027858595161,People & Blogs,2017,10
331,Rels B - SI NO TE VEO (Audio),5.395898716849116e-05,0.0010375639707694932,0.0016344458049224338,Music,2019,7
332,Blümchen (Blossom) - Herz an Herz,0.00033789593640047897,7.578536324665127e-05,0.0011177137978679186,Music,2006,7
333,Ice Spice - Deli,0.0035458197278376005,0.01151838484937372,,Music,2023,7
334,Amazing talent in painting,0.010213986205515965,0.032337256615767355,,People & Blogs,2024,10
335,можно,4.94529871786623e-05,0.0002960738545133504,,Music,2024,7
336,Malty 2BZ - Black Side (Clip Officiel),3.7121773378332145e-05,0.0002857875726589638,,People & Blogs,2022,10
337,Finally united again! Shot on ​⁠@insta360 X4 pilot below ​⁠@egorposokhin9187 #nike #justdoit,0.006568385265702273,0.022532629346505538,,Sports,2024,13
338,"Dani Ribba, Tiago PZK - Cuando Me Ves (Official Video)",0.00014533587155806242,0.0038413072950400943,0.0043416721897080466,Music,2021,7
339,Girl In Car Flashes Her Bra & Then Crashes Into A Truck!,0.0015026209556321113,0.00016786671787749486,0.013109266352883026,People & Blogs,2009,10
340,#enchantedkingdom #wackywizard #winner #philippines,0.00833865987177242,0.06413316670006894,,Entertainment,2024,3
341,WTC in a perfect world,0.0005240881932247324,0.0001248984201531535,0.011957852641511552,Film & Animation,2007,4
342,Птиц засасывает вместе с зерном на хлебозаводе,0.00046968540209181336,0.00046756440472904266,0.014957144943327979,People & Blogs,2016,10
343,westerland,0.0008009626117151632,0.0001825196051580324,0.0015108794554093976,Music,2006,7
344,Funny Foul Shot Blooper,0.0003810574754997991,6.919043855663974e-05,0.0005223486593051077,Sports,2011,13
345,Cupid (Twin Ver.),0.002004339199339468,0.005740443031284881,,Music,2023,7
346,Nuovaluce Beauty Acne Device Kickstarter Video FDA Cleared www.nuovalucebeauty.com,6.933512988924862e-05,9.791099795750905e-05,0.0010222307096078452,People & Blogs,2017,10
347,"Darell - ""Caliente"" Live Performance | Vevo",2.98087820374423e-05,0.0003420582611402908,0.0008031812718347355,Music,2019,7
348,Apple Engineer Talks About New 2016 Macbook Pro,0.00037509773499469555,0.0008202690801300006,0.004094539490681974,Science & Technology,2016,12
349,When your Amish town is frozen,7.148084417011951e-05,9.480485595333982e-05,0.0007582480538299951,People & Blogs,2018,10
350,Phoenix - Lisztomania - Boston University Brat Pack Mashup,0.000577243568397071,0.00033319000063563366,0.004819087631008414,Music,2010,7
351,Parks and Recreation called it back in 2015. Cubs World Series 2016!,2.4483745343819103e-05,2.529930154120464e-05,0.0006346817043169589,Travel & Events,2016,14
352,Dog scared by fart,0.00090005108632627,7.765355010423133e-05,0.0007245481403264398,Comedy,2015,1
353,Official髭男dism - Subtitle [Official Video],0.003421550647080994,0.005409751449217819,,Music,2022,7
354,#Despacito with snoring - Despacito con ronquidos,0.00042273702090648077,0.0003965507958656079,0.004279889014951528,People & Blogs,2017,10
355,XQ Te Pones Así,0.0005434286385293223,0.001645354931194003,,Music,2022,7
356,Squid Game - Round and Round Mingle (Marimba Ringtone),0.00044003407424822,0.0011116161968109195,,Music,2024,7
357,Bro turned his pet bird into a boomerang #funny #shortsfeed #fypシ゚ #foryoushorts #foryoupageシ,0.0038435966105411445,0.03500264157120007,,People & Blogs,2024,10
358,Rema - HEHEHE (Official Music Video),0.00032683122854543434,0.0010671173363598861,,Music,2024,7
359,Skylar Blatt - Wake Up (Official Video) ft. Chris Brown,0.000190854947408543,0.0016057628747785412,,Music,2024,7
360,Into You (네가 내 마음에 자리 잡았다 (Into You)),0.00038935810628940015,0.0004976354606534638,,Music,2024,7
361,Amigos y Enemigos Almighty,0.00016104570721146776,0.00017536197358320761,,Music,2024,7
362,Funniest Arrest Ever 🤣🤣,0.004128539831046916,0.03949166950721102,,People & Blogs,2024,10
363,Lee Sin's great escape [Fixed!],0.00023905456255139695,0.00019908569584693508,0.0008537311420900686,Gaming,2012,5
364,Could you do it faster?,0.01713404808577775,0.07811296651326827,,Sports,2024,13
365,"Rels B, Morad - NO TE IMAGINAS",0.0004406706106982321,0.0027891579618162412,0.01498522820458094,Music,2020,7
366,Let’s make more room! #fivestarchevrolet #electricvehicle #electrictruck #silveradoev #electriccar,0.009755090310059686,0.051786657382453236,,People & Blogs,2024,10
367,iDubbbzTV Ganks His Streamer Girlfriend,0.0003964160554346277,0.001001258122561341,0.006846699093472327,People & Blogs,2017,10
368,그래서 그대는,0.0002726466741176659,0.00016514321655499862,,Music,2024,7
369,Sarunas Jasikevicius talks about kids,0.0002886541608125956,0.00044021685012711774,0.00149402949865762,Sports,2017,13
370,Part 1 #sultan love ❤️,0.004983897597901116,0.03274690722791142,,People & Blogs,2023,10
371,Whitetail Yearling Hung Up In Fence!!! #deer #fence,0.01187628846897269,0.030240475713300755,,People & Blogs,2023,10
372,#joerogan #jre #cooking #steak,0.00025414130110402273,0.0014443110153879175,,Music,2023,7
373,Guasto D'Amore,0.00012634652925217155,0.00039904921443417886,,Music,2023,7
374,Когда твой худший враг - это ковер,0.0003063678339805424,0.0004103258604058368,0.010149290616820749,People & Blogs,2017,10
375,"Darell, Brytiago - Velitas (Official Video)",3.6411778667174224e-05,0.0011258414268589991,0.0020837779849698385,Music,2019,7
376,Lloyiso - What I Would Say (Audio),7.98133934141477e-05,0.00048140699409544906,,Music,2022,7
377,PUNTO G,0.00018616094924933676,0.000420724683637186,,Music,2023,7
378,Don't put accelerants on bonfires,0.00012014885117770163,0.00018438779201561246,0.002521876860516058,People & Blogs,2017,10
379,Of Monsters And Men - Love Love Love,0.000523823835116534,0.0003573863966826043,0.0009548308826007346,Music,2010,7
380,"Moncho Chavea, Oscar El Ruso, Samueliyo Baby, Samuel G - PAM PAM",0.0002360698052627606,0.00029242751389976036,,Music,2024,7
381,Obsessed,9.473962337537168e-05,0.0003613928697024748,,Music,2024,7
382,"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)",0.3598971718737451,0.14904057125642814,,Music,2019,7
383,HOW TO GET IT - HYPNOTIQ FT. LIL WAYNE (PRODUCED BY SOUNDMASTER T),0.0004574661319617948,0.00019138786566268956,9.548308826007346e-05,Music,2016,7
384,Tom Cruise Scientology Video - ( Original UNCUT ),0.002167919751080039,0.0020420182684365734,0.10133002325294031,Entertainment,2008,3
385,RickRoll'D,0.011932487551306435,0.007148718297769358,0.25248536862088716,Music,2007,7
386,Did TRUMP quote Bane from Batman?,0.00022456801311790446,0.0005107577852073093,0.011682636681232518,Sports,2017,13
387,"Gerald Daugherty Campaign: ""Please Re-Elect Gerald...Please!""",0.0005923932275392852,0.0001429275487425707,0.0005785151818110333,People & Blogs,2016,10
388,La ce te gândești,0.00012678926417745588,0.0002593853656235251,,Music,2023,7
389,SuperM - One (Monster & Infinity) (Live From The Ellen DeGeneres Show / 2020),7.185225891254498e-05,0.0031084153399838985,0.0025780433830219834,Music,2020,7
390,Rally driver's killer reflexes,0.0011021443840907366,0.00033933475981779457,0.0038474067916559013,Sports,2011,13
391,"Spinal Tap - ""These go to eleven....""",0.0002802536512230167,0.00022998955796087991,0.000898664360094809,Comedy,2011,1
392,If you watch this 100 times you'll still laugh !,0.0069568504188670995,0.002188164500560276,0.15633951539524382,Comedy,2008,1
393,Nice Fight - Cops vs Drug Dealer,0.002614746041886389,0.00028241133135008413,0.020854629806450163,Entertainment,2008,3
